54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.00
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;54.99
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;55.01
54.50;−54.05;21.75;3.21;−1.89;1.11;33.33;−84.54;−2.21;46.90;54.98
54.50;−54.05;21.75;3.21;−1.89;1.11;33.33;−84.54;−2.21;46.90;54.97
54.56;−53.65;21.75;3.21;−1.88;1.11;33.33;−84.34;−2.21;46.97;54.99
54.56;−53.65;21.75;3.21;−1.88;1.11;33.33;−84.34;−2.21;46.97;55.00
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;54.96
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;54.95
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;54.94
54.17;−56.03;21.75;3.21;−1.94;1.10;33.33;−85.52;−2.19;46.54;55.10
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.09
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.13
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.03
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.05
54.76;−52.46;21.75;3.21;−1.85;1.11;33.33;−83.76;−2.22;47.19;55.06
55.08;−50.47;21.75;3.21;−1.80;1.11;33.33;−82.78;−2.23;47.55;55.07
55.08;−50.47;21.75;3.21;−1.80;1.11;33.33;−82.78;−2.23;47.55;55.06
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.12
55.47;−48.06;21.75;3.21;−1.74;1.12;33.33;−81.60;−2.25;47.99;55.15
55.74;−46.45;21.75;3.21;−1.70;1.12;33.33;−80.82;−2.26;48.28;55.20
55.74;−46.45;21.75;3.21;−1.70;1.12;33.33;−80.82;−2.26;48.28;55.20
55.93;−45.24;21.75;3.21;−1.67;1.12;33.33;−80.23;−2.27;48.50;55.25
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.25
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.25
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.23
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.28
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.26
56.58;−41.19;21.75;3.21;−1.57;1.13;33.33;−78.28;−2.30;49.23;55.27
56.26;−43.22;21.75;3.21;−1.62;1.13;33.33;−79.26;−2.29;48.87;55.30
56.26;−43.22;21.75;3.21;−1.62;1.13;33.33;−79.26;−2.29;48.87;55.25
56.32;−42.81;21.75;3.21;−1.61;1.13;33.33;−79.06;−2.29;48.94;55.28
56.39;−42.41;21.75;3.21;−1.60;1.13;33.33;−78.86;−2.29;49.01;55.20
55.93;−45.24;21.75;3.21;−1.67;1.12;33.33;−80.23;−2.27;48.50;55.20
55.93;−45.24;21.75;3.21;−1.67;1.12;33.33;−80.23;−2.27;48.50;55.22
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.21
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.22
55.54;−47.66;21.75;3.21;−1.73;1.12;33.33;−81.41;−2.25;48.06;55.19
55.54;−47.66;21.75;3.21;−1.73;1.12;33.33;−81.41;−2.25;48.06;55.21
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.21
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.23
56.39;−42.41;21.75;3.21;−1.60;1.13;33.33;−78.86;−2.29;49.01;55.27
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.21
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.21
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.24
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.22
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.22
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.20
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.20
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.21
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.21
55.93;−45.24;21.75;3.21;−1.67;1.12;33.33;−80.23;−2.27;48.50;55.24
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.24
56.19;−43.62;21.75;3.21;−1.63;1.13;33.33;−79.45;−2.28;48.79;55.24
56.19;−43.62;21.75;3.21;−1.63;1.13;33.33;−79.45;−2.28;48.79;55.25
56.26;−43.22;21.75;3.21;−1.62;1.13;33.33;−79.26;−2.29;48.87;55.22
56.19;−43.62;21.75;3.21;−1.63;1.13;33.33;−79.45;−2.28;48.79;55.25
56.19;−43.62;21.75;3.21;−1.63;1.13;33.33;−79.45;−2.28;48.79;55.22
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.19
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.08
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.15
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.14
55.41;−48.46;21.75;3.21;−1.75;1.12;33.33;−81.80;−2.25;47.92;55.15
55.41;−48.46;21.75;3.21;−1.75;1.12;33.33;−81.80;−2.25;47.92;55.13
55.41;−48.46;21.75;3.21;−1.75;1.12;33.33;−81.80;−2.25;47.92;55.07
55.34;−48.86;21.75;3.21;−1.76;1.12;33.33;−82.00;−2.25;47.85;55.15
55.80;−46.05;21.75;3.21;−1.69;1.12;33.33;−80.63;−2.27;48.36;55.18
55.93;−45.24;21.75;3.21;−1.67;1.12;33.33;−80.23;−2.27;48.50;55.17
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.22
56.19;−43.62;21.75;3.21;−1.63;1.13;33.33;−79.45;−2.28;48.79;55.21
56.06;−44.43;21.75;3.21;−1.65;1.13;33.33;−79.84;−2.28;48.65;55.20
55.93;−45.24;21.75;3.21;−1.67;1.12;33.33;−80.23;−2.27;48.50;55.24
56.58;−41.19;21.75;3.21;−1.57;1.13;33.33;−78.28;−2.30;49.23;55.34
56.58;−41.19;21.75;3.21;−1.57;1.13;33.33;−78.28;−2.30;49.23;55.37
57.24;−37.10;21.75;3.21;−1.47;1.14;33.33;−76.32;−2.33;49.96;55.44
57.17;−37.51;21.75;3.21;−1.48;1.14;33.33;−76.52;−2.33;49.89;55.41
57.17;−37.51;21.75;3.21;−1.48;1.14;33.33;−76.52;−2.33;49.89;55.42
57.56;−35.04;21.75;3.21;−1.42;1.14;33.33;−75.34;−2.34;50.32;55.39
57.17;−37.51;21.75;3.21;−1.48;1.14;33.33;−76.52;−2.33;49.89;55.45
57.30;−36.69;21.75;3.21;−1.46;1.14;33.33;−76.13;−2.33;50.03;55.41
57.30;−36.69;21.75;3.21;−1.46;1.14;33.33;−76.13;−2.33;50.03;55.42
57.43;−35.87;21.75;3.21;−1.44;1.14;33.33;−75.73;−2.34;50.18;55.42
57.37;−36.28;21.75;3.21;−1.45;1.14;33.33;−75.93;−2.33;50.10;55.42
57.37;−36.28;21.75;3.21;−1.45;1.14;33.33;−75.93;−2.33;50.10;55.43
57.43;−35.87;21.75;3.21;−1.44;1.14;33.33;−75.73;−2.34;50.18;55.42
57.43;−35.87;21.75;3.21;−1.44;1.14;33.33;−75.73;−2.34;50.18;55.43
57.43;−35.87;21.75;3.21;−1.44;1.14;33.33;−75.73;−2.34;50.18;55.38
57.11;−37.92;21.75;3.21;−1.49;1.14;33.33;−76.71;−2.32;49.81;55.34
57.11;−37.92;21.75;3.21;−1.49;1.14;33.33;−76.71;−2.32;49.81;55.31
56.58;−41.19;21.75;3.21;−1.57;1.13;33.33;−78.28;−2.30;49.23;55.30
56.58;−41.19;21.75;3.21;−1.57;1.13;33.33;−78.28;−2.30;49.23;55.32
56.58;−41.19;21.75;3.21;−1.57;1.13;33.33;−78.28;−2.30;49.23;55.29
56.52;−41.59;21.75;3.21;−1.58;1.13;33.33;−78.47;−2.30;49.16;55.29
56.58;−41.19;21.75;3.21;−1.57;1.13;33.33;−78.28;−2.30;49.23;55.37
56.58;−41.19;21.75;3.21;−1.57;1.13;33.33;−78.28;−2.30;49.23;55.40
57.17;−37.51;21.75;3.21;−1.48;1.14;33.33;−76.52;−2.33;49.89;55.41
57.17;−37.51;21.75;3.21;−1.48;1.14;33.33;−76.52;−2.33;49.89;55.36
56.98;−38.74;21.75;3.21;−1.51;1.14;33.33;−77.10;−2.32;49.67;55.32
56.84;−39.56;21.75;3.21;−1.53;1.13;33.33;−77.50;−2.31;49.52;55.38
57.24;−37.10;21.75;3.21;−1.47;1.14;33.33;−76.32;−2.33;49.96;55.41
57.30;−36.69;21.75;3.21;−1.46;1.14;33.33;−76.13;−2.33;50.03;55.39
57.30;−36.69;21.75;3.21;−1.46;1.14;33.33;−76.13;−2.33;50.03;55.40
57.24;−37.10;21.75;3.21;−1.47;1.14;33.33;−76.32;−2.33;49.96;55.39
57.17;−37.51;21.75;3.21;−1.48;1.14;33.33;−76.52;−2.33;49.89;55.31
57.04;−38.33;21.75;3.21;−1.50;1.14;33.33;−76.91;−2.32;49.74;55.39
57.17;−37.51;21.75;3.21;−1.48;1.14;33.33;−76.52;−2.33;49.89;55.41
57.30;−36.69;21.75;3.21;−1.46;1.14;33.33;−76.13;−2.33;50.03;55.40
57.30;−36.69;21.75;3.21;−1.46;1.14;33.33;−76.13;−2.33;50.03;55.41
57.30;−36.69;21.75;3.21;−1.46;1.14;33.33;−76.13;−2.33;50.03;55.38
57.30;−36.69;21.75;3.21;−1.46;1.14;33.33;−76.13;−2.33;50.03;55.37
57.11;−37.92;21.75;3.21;−1.49;1.14;33.33;−76.71;−2.32;49.81;55.39
57.17;−37.51;21.75;3.21;−1.48;1.14;33.33;−76.52;−2.33;49.89;55.36
57.17;−37.51;21.75;3.21;−1.48;1.14;33.33;−76.52;−2.33;49.89;55.37
57.17;−37.51;21.75;3.21;−1.48;1.14;33.33;−76.52;−2.33;49.89;55.39
57.24;−37.10;21.75;3.21;−1.47;1.14;33.33;−76.32;−2.33;49.96;55.39
57.11;−37.92;21.75;3.21;−1.49;1.14;33.33;−76.71;−2.32;49.81;55.32
56.78;−39.96;21.75;3.21;−1.54;1.13;33.33;−77.69;−2.31;49.45;55.33
56.78;−39.96;21.75;3.21;−1.54;1.13;33.33;−77.69;−2.31;49.45;55.36
56.98;−38.74;21.75;3.21;−1.51;1.14;33.33;−77.10;−2.32;49.67;55.31
56.98;−38.74;21.75;3.21;−1.51;1.14;33.33;−77.10;−2.32;49.67;55.36
56.91;−39.15;21.75;3.21;−1.52;1.14;33.33;−77.30;−2.31;49.59;55.36
56.98;−38.74;21.75;3.21;−1.51;1.14;33.33;−77.10;−2.32;49.67;55.37
56.98;−38.74;21.75;3.21;−1.51;1.14;33.33;−77.10;−2.32;49.67;55.35
57.11;−37.92;21.75;3.21;−1.49;1.14;33.33;−76.71;−2.32;49.81;55.41
57.11;−37.92;21.75;3.21;−1.49;1.14;33.33;−76.71;−2.32;49.81;55.38
56.71;−40.37;21.75;3.21;−1.55;1.13;33.33;−77.89;−2.31;49.38;55.28
56.71;−40.37;21.75;3.21;−1.55;1.13;33.33;−77.89;−2.31;49.38;55.31
56.71;−40.37;21.75;3.21;−1.55;1.13;33.33;−77.89;−2.31;49.38;55.29
56.52;−41.59;21.75;3.21;−1.58;1.13;33.33;−78.47;−2.30;49.16;55.24
56.19;−43.62;21.75;3.21;−1.63;1.13;33.33;−79.45;−2.28;48.79;55.27
56.58;−41.19;21.75;3.21;−1.57;1.13;33.33;−78.28;−2.30;49.23;55.28
56.58;−41.19;21.75;3.21;−1.57;1.13;33.33;−78.28;−2.30;49.23;55.26
56.39;−42.41;21.75;3.21;−1.60;1.13;33.33;−78.86;−2.29;49.01;55.26
56.32;−42.81;21.75;3.21;−1.61;1.13;33.33;−79.06;−2.29;48.94;55.18
55.74;−46.45;21.75;3.21;−1.70;1.12;33.33;−80.82;−2.26;48.28;55.18
55.80;−46.05;21.75;3.21;−1.69;1.12;33.33;−80.63;−2.27;48.36;55.16
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.19
55.87;−45.65;21.75;3.21;−1.68;1.12;33.33;−80.43;−2.27;48.43;55.19
55.87;−45.65;21.75;3.21;−1.68;1.12;33.33;−80.43;−2.27;48.43;55.22
55.93;−45.24;21.75;3.21;−1.67;1.12;33.33;−80.23;−2.27;48.50;55.22
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.20
55.87;−45.65;21.75;3.21;−1.68;1.12;33.33;−80.43;−2.27;48.43;55.14
55.87;−45.65;21.75;3.21;−1.68;1.12;33.33;−80.43;−2.27;48.43;55.16
55.67;−46.86;21.75;3.21;−1.71;1.12;33.33;−81.02;−2.26;48.21;55.15
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.12
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.15
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.15
55.67;−46.86;21.75;3.21;−1.71;1.12;33.33;−81.02;−2.26;48.21;55.13
55.67;−46.86;21.75;3.21;−1.71;1.12;33.33;−81.02;−2.26;48.21;55.09
55.41;−48.46;21.75;3.21;−1.75;1.12;33.33;−81.80;−2.25;47.92;55.05
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.04
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.90
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.92
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;55.00
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;54.99
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;55.02
54.76;−52.46;21.75;3.21;−1.85;1.11;33.33;−83.76;−2.22;47.19;55.03
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.07
55.08;−50.47;21.75;3.21;−1.80;1.11;33.33;−82.78;−2.23;47.55;55.11
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.12
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.06
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.01
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;54.99
54.56;−53.65;21.75;3.21;−1.88;1.11;33.33;−84.34;−2.21;46.97;54.94
54.56;−53.65;21.75;3.21;−1.88;1.11;33.33;−84.34;−2.21;46.97;55.00
54.56;−53.65;21.75;3.21;−1.88;1.11;33.33;−84.34;−2.21;46.97;54.96
54.50;−54.05;21.75;3.21;−1.89;1.11;33.33;−84.54;−2.21;46.90;54.95
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.91
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.88
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.92
53.91;−57.61;21.75;3.21;−1.98;1.10;33.33;−86.30;−2.18;46.24;54.90
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.88
54.10;−56.43;21.75;3.21;−1.95;1.10;33.33;−85.71;−2.19;46.46;54.93
54.10;−56.43;21.75;3.21;−1.95;1.10;33.33;−85.71;−2.19;46.46;54.91
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.86
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.92
53.78;−58.40;21.75;3.21;−2.00;1.10;33.33;−86.69;−2.18;46.10;54.95
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.89
54.10;−56.43;21.75;3.21;−1.95;1.10;33.33;−85.71;−2.19;46.46;54.88
53.71;−58.79;21.75;3.21;−2.01;1.10;33.33;−86.89;−2.17;46.03;54.82
53.71;−58.79;21.75;3.21;−2.01;1.10;33.33;−86.89;−2.17;46.03;54.70
53.26;−61.54;21.75;3.21;−2.08;1.09;33.33;−88.26;−2.15;45.52;54.78
53.00;−63.10;21.75;3.21;−2.12;1.09;33.33;−89.04;−2.14;45.22;54.78
53.32;−61.14;21.75;3.21;−2.07;1.09;33.33;−88.06;−2.16;45.59;54.83
53.39;−60.75;21.75;3.21;−2.06;1.09;33.33;−87.87;−2.16;45.66;54.85
53.78;−58.40;21.75;3.21;−2.00;1.10;33.33;−86.69;−2.18;46.10;54.86
53.58;−59.58;21.75;3.21;−2.03;1.09;33.33;−87.28;−2.17;45.88;54.89
53.91;−57.61;21.75;3.21;−1.98;1.10;33.33;−86.30;−2.18;46.24;54.95
54.43;−54.45;21.75;3.21;−1.90;1.11;33.33;−84.74;−2.21;46.83;54.97
54.43;−54.45;21.75;3.21;−1.90;1.11;33.33;−84.74;−2.21;46.83;54.90
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.90
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.87
53.58;−59.58;21.75;3.21;−2.03;1.09;33.33;−87.28;−2.17;45.88;54.84
53.58;−59.58;21.75;3.21;−2.03;1.09;33.33;−87.28;−2.17;45.88;54.89
53.65;−59.18;21.75;3.21;−2.02;1.10;33.33;−87.08;−2.17;45.95;54.90
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.89
53.91;−57.61;21.75;3.21;−1.98;1.10;33.33;−86.30;−2.18;46.24;54.89
53.91;−57.61;21.75;3.21;−1.98;1.10;33.33;−86.30;−2.18;46.24;54.84
53.58;−59.58;21.75;3.21;−2.03;1.09;33.33;−87.28;−2.17;45.88;54.86
53.84;−58.00;21.75;3.21;−1.99;1.10;33.33;−86.50;−2.18;46.17;54.81
53.84;−58.00;21.75;3.21;−1.99;1.10;33.33;−86.50;−2.18;46.17;54.85
53.65;−59.18;21.75;3.21;−2.02;1.10;33.33;−87.08;−2.17;45.95;54.83
53.52;−59.97;21.75;3.21;−2.04;1.09;33.33;−87.48;−2.17;45.81;54.82
53.84;−58.00;21.75;3.21;−1.99;1.10;33.33;−86.50;−2.18;46.17;54.89
53.91;−57.61;21.75;3.21;−1.98;1.10;33.33;−86.30;−2.18;46.24;54.90
54.10;−56.43;21.75;3.21;−1.95;1.10;33.33;−85.71;−2.19;46.46;54.94
54.10;−56.43;21.75;3.21;−1.95;1.10;33.33;−85.71;−2.19;46.46;54.93
54.17;−56.03;21.75;3.21;−1.94;1.10;33.33;−85.52;−2.19;46.54;54.80
53.84;−58.00;21.75;3.21;−1.99;1.10;33.33;−86.50;−2.18;46.17;54.85
53.78;−58.40;21.75;3.21;−2.00;1.10;33.33;−86.69;−2.18;46.10;54.87
53.78;−58.40;21.75;3.21;−2.00;1.10;33.33;−86.69;−2.18;46.10;54.88
53.84;−58.00;21.75;3.21;−1.99;1.10;33.33;−86.50;−2.18;46.17;54.86
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.89
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.92
54.10;−56.43;21.75;3.21;−1.95;1.10;33.33;−85.71;−2.19;46.46;54.92
54.10;−56.43;21.75;3.21;−1.95;1.10;33.33;−85.71;−2.19;46.46;54.91
54.10;−56.43;21.75;3.21;−1.95;1.10;33.33;−85.71;−2.19;46.46;54.90
54.10;−56.43;21.75;3.21;−1.95;1.10;33.33;−85.71;−2.19;46.46;54.90
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.88
53.78;−58.40;21.75;3.21;−2.00;1.10;33.33;−86.69;−2.18;46.10;54.87
53.78;−58.40;21.75;3.21;−2.00;1.10;33.33;−86.69;−2.18;46.10;54.89
53.91;−57.61;21.75;3.21;−1.98;1.10;33.33;−86.30;−2.18;46.24;54.88
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.92
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.93
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.94
54.24;−55.64;21.75;3.21;−1.93;1.10;33.33;−85.32;−2.20;46.61;54.95
54.24;−55.64;21.75;3.21;−1.93;1.10;33.33;−85.32;−2.20;46.61;54.90
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.92
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.97
54.24;−55.64;21.75;3.21;−1.93;1.10;33.33;−85.32;−2.20;46.61;54.95
54.43;−54.45;21.75;3.21;−1.90;1.11;33.33;−84.74;−2.21;46.83;54.98
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.99
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;55.00
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;55.02
54.82;−52.06;21.75;3.21;−1.84;1.11;33.33;−83.56;−2.22;47.26;55.03
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;55.01
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;55.06
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.09
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.03
54.82;−52.06;21.75;3.21;−1.84;1.11;33.33;−83.56;−2.22;47.26;55.03
54.82;−52.06;21.75;3.21;−1.84;1.11;33.33;−83.56;−2.22;47.26;55.03
54.82;−52.06;21.75;3.21;−1.84;1.11;33.33;−83.56;−2.22;47.26;55.00
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;54.99
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;55.00
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;54.96
54.56;−53.65;21.75;3.21;−1.88;1.11;33.33;−84.34;−2.21;46.97;54.97
54.56;−53.65;21.75;3.21;−1.88;1.11;33.33;−84.34;−2.21;46.97;55.02
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;55.00
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.04
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;55.02
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;55.04
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.04
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.06
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.02
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;55.02
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.01
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;55.05
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.03
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.03
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.07
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.05
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.07
55.08;−50.47;21.75;3.21;−1.80;1.11;33.33;−82.78;−2.23;47.55;55.11
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.06
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.04
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.07
55.08;−50.47;21.75;3.21;−1.80;1.11;33.33;−82.78;−2.23;47.55;55.05
55.08;−50.47;21.75;3.21;−1.80;1.11;33.33;−82.78;−2.23;47.55;55.06
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.06
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.10
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.12
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.09
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.02
54.76;−52.46;21.75;3.21;−1.85;1.11;33.33;−83.76;−2.22;47.19;55.01
54.50;−54.05;21.75;3.21;−1.89;1.11;33.33;−84.54;−2.21;46.90;54.97
54.43;−54.45;21.75;3.21;−1.90;1.11;33.33;−84.74;−2.21;46.83;55.02
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;55.00
54.69;−52.86;21.75;3.21;−1.86;1.11;33.33;−83.95;−2.22;47.12;54.97
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;55.00
54.82;−52.06;21.75;3.21;−1.84;1.11;33.33;−83.56;−2.22;47.26;55.03
54.82;−52.06;21.75;3.21;−1.84;1.11;33.33;−83.56;−2.22;47.26;54.99
54.56;−53.65;21.75;3.21;−1.88;1.11;33.33;−84.34;−2.21;46.97;55.00
